date_id,full_date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,is_winter,is_summer,fiscal_year
20220303,2022-03-03,2022,1,3,March,9,4,Thursday,False,False,False,2021
20220304,2022-03-04,2022,1,3,March,9,5,Friday,False,False,False,2021
20220305,2022-03-05,2022,1,3,March,9,6,Saturday,True,False,False,2021
20220306,2022-03-06,2022,1,3,March,9,7,Sunday,True,False,False,2021
20220307,2022-03-07,2022,1,3,March,10,1,Monday,False,False,False,2021
20220308,2022-03-08,2022,1,3,March,10,2,Tuesday,False,False,False,2021
20220309,2022-03-09,2022,1,3,March,10,3,Wednesday,False,False,False,2021
20220310,2022-03-10,2022,1,3,March,10,4,Thursday,False,False,False,2021
20220311,2022-03-11,2022,1,3,March,10,5,Friday,False,False,False,2021
20220312,2022-03-12,2022,1,3,March,10,6,Saturday,True,False,False,2021
20220313,2022-03-13,2022,1,3,March,10,7,Sunday,True,False,False,2021
20220314,2022-03-14,2022,1,3,March,11,1,Monday,False,False,False,2021
20220315,2022-03-15,2022,1,3,March,11,2,Tuesday,False,False,False,2021
20220316,2022-03-16,2022,1,3,March,11,3,Wednesday,False,False,False,2021
20220317,2022-03-17,2022,1,3,March,11,4,Thursday,False,False,False,2021
20220318,2022-03-18,2022,1,3,March,11,5,Friday,False,False,False,2021
20220319,2022-03-19,2022,1,3,March,11,6,Saturday,True,False,False,2021
20220320,2022-03-20,2022,1,3,March,11,7,Sunday,True,False,False,2021
20220321,2022-03-21,2022,1,3,March,12,1,Monday,False,False,False,2021
20220322,2022-03-22,2022,1,3,March,12,2,Tuesday,False,False,False,2021
20220323,2022-03-23,2022,1,3,March,12,3,Wednesday,False,False,False,2021
20220324,2022-03-24,2022,1,3,March,12,4,Thursday,False,False,False,2021
20220325,2022-03-25,2022,1,3,March,12,5,Friday,False,False,False,2021
20220326,2022-03-26,2022,1,3,March,12,6,Saturday,True,False,False,2021
20220327,2022-03-27,2022,1,3,March,12,7,Sunday,True,False,False,2021
20220328,2022-03-28,2022,1,3,March,13,1,Monday,False,False,False,2021
20220329,2022-03-29,2022,1,3,March,13,2,Tuesday,False,False,False,2021
20220330,2022-03-30,2022,1,3,March,13,3,Wednesday,False,False,False,2021
20220331,2022-03-31,2022,1,3,March,13,4,Thursday,False,False,False,2021
20220401,2022-04-01,2022,2,4,April,13,5,Friday,False,False,False,2021
20220402,2022-04-02,2022,2,4,April,13,6,Saturday,True,False,False,2021
20220403,2022-04-03,2022,2,4,April,13,7,Sunday,True,False,False,2021
20220404,2022-04-04,2022,2,4,April,14,1,Monday,False,False,False,2021
20220405,2022-04-05,2022,2,4,April,14,2,Tuesday,False,False,False,2021
20220406,2022-04-06,2022,2,4,April,14,3,Wednesday,False,False,False,2021
20220407,2022-04-07,2022,2,4,April,14,4,Thursday,False,False,False,2021
20220408,2022-04-08,2022,2,4,April,14,5,Friday,False,False,False,2021
20220409,2022-04-09,2022,2,4,April,14,6,Saturday,True,False,False,2021
20220410,2022-04-10,2022,2,4,April,14,7,Sunday,True,False,False,2021
20220411,2022-04-11,2022,2,4,April,15,1,Monday,False,False,False,2021
20220412,2022-04-12,2022,2,4,April,15,2,Tuesday,False,False,False,2021
20220413,2022-04-13,2022,2,4,April,15,3,Wednesday,False,False,False,2021
20220414,2022-04-14,2022,2,4,April,15,4,Thursday,False,False,False,2021
20220415,2022-04-15,2022,2,4,April,15,5,Friday,False,False,False,2021
20220416,2022-04-16,2022,2,4,April,15,6,Saturday,True,False,False,2021
20220417,2022-04-17,2022,2,4,April,15,7,Sunday,True,False,False,2021
20220418,2022-04-18,2022,2,4,April,16,1,Monday,False,False,False,2021
20220419,2022-04-19,2022,2,4,April,16,2,Tuesday,False,False,False,2021
20220420,2022-04-20,2022,2,4,April,16,3,Wednesday,False,False,False,2021
20220421,2022-04-21,2022,2,4,April,16,4,Thursday,False,False,False,2021
20220422,2022-04-22,2022,2,4,April,16,5,Friday,False,False,False,2021
20220423,2022-04-23,2022,2,4,April,16,6,Saturday,True,False,False,2021
20220424,2022-04-24,2022,2,4,April,16,7,Sunday,True,False,False,2021
20220425,2022-04-25,2022,2,4,April,17,1,Monday,False,False,False,2021
20220426,2022-04-26,2022,2,4,April,17,2,Tuesday,False,False,False,2021
20220427,2022-04-27,2022,2,4,April,17,3,Wednesday,False,False,False,2021
20220428,2022-04-28,2022,2,4,April,17,4,Thursday,False,False,False,2021
20220429,2022-04-29,2022,2,4,April,17,5,Friday,False,False,False,2021
20220430,2022-04-30,2022,2,4,April,17,6,Saturday,True,False,False,2021
20220501,2022-05-01,2022,2,5,May,17,7,Sunday,True,False,False,2021
20220502,2022-05-02,2022,2,5,May,18,1,Monday,False,False,False,2021
20220503,2022-05-03,2022,2,5,May,18,2,Tuesday,False,False,False,2021
20220504,2022-05-04,2022,2,5,May,18,3,Wednesday,False,False,False,2021
20220505,2022-05-05,2022,2,5,May,18,4,Thursday,False,False,False,2021
20220506,2022-05-06,2022,2,5,May,18,5,Friday,False,False,False,2021
20220507,2022-05-07,2022,2,5,May,18,6,Saturday,True,False,False,2021
20220508,2022-05-08,2022,2,5,May,18,7,Sunday,True,False,False,2021
20220509,2022-05-09,2022,2,5,May,19,1,Monday,False,False,False,2021
20220510,2022-05-10,2022,2,5,May,19,2,Tuesday,False,False,False,2021
20220511,2022-05-11,2022,2,5,May,19,3,Wednesday,False,False,False,2021
20220512,2022-05-12,2022,2,5,May,19,4,Thursday,False,False,False,2021
20220513,2022-05-13,2022,2,5,May,19,5,Friday,False,False,False,2021
20220514,2022-05-14,2022,2,5,May,19,6,Saturday,True,False,False,2021
20220515,2022-05-15,2022,2,5,May,19,7,Sunday,True,False,False,2021
20220516,2022-05-16,2022,2,5,May,20,1,Monday,False,False,False,2021
20220517,2022-05-17,2022,2,5,May,20,2,Tuesday,False,False,False,2021
20220518,2022-05-18,2022,2,5,May,20,3,Wednesday,False,False,False,2021
20220519,2022-05-19,2022,2,5,May,20,4,Thursday,False,False,False,2021
20220520,2022-05-20,2022,2,5,May,20,5,Friday,False,False,False,2021
20220521,2022-05-21,2022,2,5,May,20,6,Saturday,True,False,False,2021
20220522,2022-05-22,2022,2,5,May,20,7,Sunday,True,False,False,2021
20220523,2022-05-23,2022,2,5,May,21,1,Monday,False,False,False,2021
20220524,2022-05-24,2022,2,5,May,21,2,Tuesday,False,False,False,2021
20220525,2022-05-25,2022,2,5,May,21,3,Wednesday,False,False,False,2021
20220526,2022-05-26,2022,2,5,May,21,4,Thursday,False,False,False,2021
20220527,2022-05-27,2022,2,5,May,21,5,Friday,False,False,False,2021
20220528,2022-05-28,2022,2,5,May,21,6,Saturday,True,False,False,2021
20220529,2022-05-29,2022,2,5,May,21,7,Sunday,True,False,False,2021
20220530,2022-05-30,2022,2,5,May,22,1,Monday,False,False,False,2021
20220531,2022-05-31,2022,2,5,May,22,2,Tuesday,False,False,False,2021
20220601,2022-06-01,2022,2,6,June,22,3,Wednesday,False,False,True,2021
20220602,2022-06-02,2022,2,6,June,22,4,Thursday,False,False,True,2021
20220603,2022-06-03,2022,2,6,June,22,5,Friday,False,False,True,2021
20220604,2022-06-04,2022,2,6,June,22,6,Saturday,True,False,True,2021
20220605,2022-06-05,2022,2,6,June,22,7,Sunday,True,False,True,2021
20220606,2022-06-06,2022,2,6,June,23,1,Monday,False,False,True,2021
20220607,2022-06-07,2022,2,6,June,23,2,Tuesday,False,False,True,2021
20220608,2022-06-08,2022,2,6,June,23,3,Wednesday,False,False,True,2021
20220609,2022-06-09,2022,2,6,June,23,4,Thursday,False,False,True,2021
20220610,2022-06-10,2022,2,6,June,23,5,Friday,False,False,True,2021
20220611,2022-06-11,2022,2,6,June,23,6,Saturday,True,False,True,2021
20220612,2022-06-12,2022,2,6,June,23,7,Sunday,True,False,True,2021
20220613,2022-06-13,2022,2,6,June,24,1,Monday,False,False,True,2021
20220614,2022-06-14,2022,2,6,June,24,2,Tuesday,False,False,True,2021
20220615,2022-06-15,2022,2,6,June,24,3,Wednesday,False,False,True,2021
20220616,2022-06-16,2022,2,6,June,24,4,Thursday,False,False,True,2021
20220617,2022-06-17,2022,2,6,June,24,5,Friday,False,False,True,2021
20220618,2022-06-18,2022,2,6,June,24,6,Saturday,True,False,True,2021
20220619,2022-06-19,2022,2,6,June,24,7,Sunday,True,False,True,2021
20220620,2022-06-20,2022,2,6,June,25,1,Monday,False,False,True,2021
20220621,2022-06-21,2022,2,6,June,25,2,Tuesday,False,False,True,2021
20220622,2022-06-22,2022,2,6,June,25,3,Wednesday,False,False,True,2021
20220623,2022-06-23,2022,2,6,June,25,4,Thursday,False,False,True,2021
20220624,2022-06-24,2022,2,6,June,25,5,Friday,False,False,True,2021
20220625,2022-06-25,2022,2,6,June,25,6,Saturday,True,False,True,2021
20220626,2022-06-26,2022,2,6,June,25,7,Sunday,True,False,True,2021
20220627,2022-06-27,2022,2,6,June,26,1,Monday,False,False,True,2021
20220628,2022-06-28,2022,2,6,June,26,2,Tuesday,False,False,True,2021
20220629,2022-06-29,2022,2,6,June,26,3,Wednesday,False,False,True,2021
20220630,2022-06-30,2022,2,6,June,26,4,Thursday,False,False,True,2021
20220701,2022-07-01,2022,3,7,July,26,5,Friday,False,False,True,2021
20220702,2022-07-02,2022,3,7,July,26,6,Saturday,True,False,True,2021
20220703,2022-07-03,2022,3,7,July,26,7,Sunday,True,False,True,2021
20220704,2022-07-04,2022,3,7,July,27,1,Monday,False,False,True,2021
20220705,2022-07-05,2022,3,7,July,27,2,Tuesday,False,False,True,2021
20220706,2022-07-06,2022,3,7,July,27,3,Wednesday,False,False,True,2021
20220707,2022-07-07,2022,3,7,July,27,4,Thursday,False,False,True,2021
20220708,2022-07-08,2022,3,7,July,27,5,Friday,False,False,True,2021
20220709,2022-07-09,2022,3,7,July,27,6,Saturday,True,False,True,2021
20220710,2022-07-10,2022,3,7,July,27,7,Sunday,True,False,True,2021
20220711,2022-07-11,2022,3,7,July,28,1,Monday,False,False,True,2021
20220712,2022-07-12,2022,3,7,July,28,2,Tuesday,False,False,True,2021
20220713,2022-07-13,2022,3,7,July,28,3,Wednesday,False,False,True,2021
20220714,2022-07-14,2022,3,7,July,28,4,Thursday,False,False,True,2021
20220715,2022-07-15,2022,3,7,July,28,5,Friday,False,False,True,2021
20220716,2022-07-16,2022,3,7,July,28,6,Saturday,True,False,True,2021
20220717,2022-07-17,2022,3,7,July,28,7,Sunday,True,False,True,2021
20220718,2022-07-18,2022,3,7,July,29,1,Monday,False,False,True,2021
20220719,2022-07-19,2022,3,7,July,29,2,Tuesday,False,False,True,2021
20220720,2022-07-20,2022,3,7,July,29,3,Wednesday,False,False,True,2021
20220721,2022-07-21,2022,3,7,July,29,4,Thursday,False,False,True,2021
20220722,2022-07-22,2022,3,7,July,29,5,Friday,False,False,True,2021
20220723,2022-07-23,2022,3,7,July,29,6,Saturday,True,False,True,2021
20220724,2022-07-24,2022,3,7,July,29,7,Sunday,True,False,True,2021
20220725,2022-07-25,2022,3,7,July,30,1,Monday,False,False,True,2021
20220726,2022-07-26,2022,3,7,July,30,2,Tuesday,False,False,True,2021
20220727,2022-07-27,2022,3,7,July,30,3,Wednesday,False,False,True,2021
20220728,2022-07-28,2022,3,7,July,30,4,Thursday,False,False,True,2021
20220729,2022-07-29,2022,3,7,July,30,5,Friday,False,False,True,2021
20220730,2022-07-30,2022,3,7,July,30,6,Saturday,True,False,True,2021
20220731,2022-07-31,2022,3,7,July,30,7,Sunday,True,False,True,2021
20220801,2022-08-01,2022,3,8,August,31,1,Monday,False,False,True,2021
20220802,2022-08-02,2022,3,8,August,31,2,Tuesday,False,False,True,2021
20220803,2022-08-03,2022,3,8,August,31,3,Wednesday,False,False,True,2021
20220804,2022-08-04,2022,3,8,August,31,4,Thursday,False,False,True,2021
20220805,2022-08-05,2022,3,8,August,31,5,Friday,False,False,True,2021
20220806,2022-08-06,2022,3,8,August,31,6,Saturday,True,False,True,2021
20220807,2022-08-07,2022,3,8,August,31,7,Sunday,True,False,True,2021
20220808,2022-08-08,2022,3,8,August,32,1,Monday,False,False,True,2021
20220809,2022-08-09,2022,3,8,August,32,2,Tuesday,False,False,True,2021
20220810,2022-08-10,2022,3,8,August,32,3,Wednesday,False,False,True,2021
20220811,2022-08-11,2022,3,8,August,32,4,Thursday,False,False,True,2021
20220812,2022-08-12,2022,3,8,August,32,5,Friday,False,False,True,2021
20220813,2022-08-13,2022,3,8,August,32,6,Saturday,True,False,True,2021
20220814,2022-08-14,2022,3,8,August,32,7,Sunday,True,False,True,2021
20220815,2022-08-15,2022,3,8,August,33,1,Monday,False,False,True,2021
20220816,2022-08-16,2022,3,8,August,33,2,Tuesday,False,False,True,2021
20220817,2022-08-17,2022,3,8,August,33,3,Wednesday,False,False,True,2021
20220818,2022-08-18,2022,3,8,August,33,4,Thursday,False,False,True,2021
20220819,2022-08-19,2022,3,8,August,33,5,Friday,False,False,True,2021
20220820,2022-08-20,2022,3,8,August,33,6,Saturday,True,False,True,2021
20220821,2022-08-21,2022,3,8,August,33,7,Sunday,True,False,True,2021
20220822,2022-08-22,2022,3,8,August,34,1,Monday,False,False,True,2021
20220823,2022-08-23,2022,3,8,August,34,2,Tuesday,False,False,True,2021
20220824,2022-08-24,2022,3,8,August,34,3,Wednesday,False,False,True,2021
20220825,2022-08-25,2022,3,8,August,34,4,Thursday,False,False,True,2021
20220826,2022-08-26,2022,3,8,August,34,5,Friday,False,False,True,2021
20220827,2022-08-27,2022,3,8,August,34,6,Saturday,True,False,True,2021
20220828,2022-08-28,2022,3,8,August,34,7,Sunday,True,False,True,2021
20220829,2022-08-29,2022,3,8,August,35,1,Monday,False,False,True,2021
20220830,2022-08-30,2022,3,8,August,35,2,Tuesday,False,False,True,2021
20220831,2022-08-31,2022,3,8,August,35,3,Wednesday,False,False,True,2021
20220901,2022-09-01,2022,3,9,September,35,4,Thursday,False,False,False,2021
20220902,2022-09-02,2022,3,9,September,35,5,Friday,False,False,False,2021
20220903,2022-09-03,2022,3,9,September,35,6,Saturday,True,False,False,2021
20220904,2022-09-04,2022,3,9,September,35,7,Sunday,True,False,False,2021
20220905,2022-09-05,2022,3,9,September,36,1,Monday,False,False,False,2021
20220906,2022-09-06,2022,3,9,September,36,2,Tuesday,False,False,False,2021
20220907,2022-09-07,2022,3,9,September,36,3,Wednesday,False,False,False,2021
20220908,2022-09-08,2022,3,9,September,36,4,Thursday,False,False,False,2021
20220909,2022-09-09,2022,3,9,September,36,5,Friday,False,False,False,2021
20220910,2022-09-10,2022,3,9,September,36,6,Saturday,True,False,False,2021
20220911,2022-09-11,2022,3,9,September,36,7,Sunday,True,False,False,2021
20220912,2022-09-12,2022,3,9,September,37,1,Monday,False,False,False,2021
20220913,2022-09-13,2022,3,9,September,37,2,Tuesday,False,False,False,2021
20220914,2022-09-14,2022,3,9,September,37,3,Wednesday,False,False,False,2021
20220915,2022-09-15,2022,3,9,September,37,4,Thursday,False,False,False,2021
20220916,2022-09-16,2022,3,9,September,37,5,Friday,False,False,False,2021
20220917,2022-09-17,2022,3,9,September,37,6,Saturday,True,False,False,2021
20220918,2022-09-18,2022,3,9,September,37,7,Sunday,True,False,False,2021
20220919,2022-09-19,2022,3,9,September,38,1,Monday,False,False,False,2021
20220920,2022-09-20,2022,3,9,September,38,2,Tuesday,False,False,False,2021
20220921,2022-09-21,2022,3,9,September,38,3,Wednesday,False,False,False,2021
20220922,2022-09-22,2022,3,9,September,38,4,Thursday,False,False,False,2021
20220923,2022-09-23,2022,3,9,September,38,5,Friday,False,False,False,2021
20220924,2022-09-24,2022,3,9,September,38,6,Saturday,True,False,False,2021
20220925,2022-09-25,2022,3,9,September,38,7,Sunday,True,False,False,2021
20220926,2022-09-26,2022,3,9,September,39,1,Monday,False,False,False,2021
20220927,2022-09-27,2022,3,9,September,39,2,Tuesday,False,False,False,2021
20220928,2022-09-28,2022,3,9,September,39,3,Wednesday,False,False,False,2021
20220929,2022-09-29,2022,3,9,September,39,4,Thursday,False,False,False,2021
20220930,2022-09-30,2022,3,9,September,39,5,Friday,False,False,False,2021
20221001,2022-10-01,2022,4,10,October,39,6,Saturday,True,False,False,2022
20221002,2022-10-02,2022,4,10,October,39,7,Sunday,True,False,False,2022
20221003,2022-10-03,2022,4,10,October,40,1,Monday,False,False,False,2022
20221004,2022-10-04,2022,4,10,October,40,2,Tuesday,False,False,False,2022
20221005,2022-10-05,2022,4,10,October,40,3,Wednesday,False,False,False,2022
20221006,2022-10-06,2022,4,10,October,40,4,Thursday,False,False,False,2022
20221007,2022-10-07,2022,4,10,October,40,5,Friday,False,False,False,2022
20221008,2022-10-08,2022,4,10,October,40,6,Saturday,True,False,False,2022
20221009,2022-10-09,2022,4,10,October,40,7,Sunday,True,False,False,2022
20221010,2022-10-10,2022,4,10,October,41,1,Monday,False,False,False,2022
20221011,2022-10-11,2022,4,10,October,41,2,Tuesday,False,False,False,2022
20221012,2022-10-12,2022,4,10,October,41,3,Wednesday,False,False,False,2022
20221013,2022-10-13,2022,4,10,October,41,4,Thursday,False,False,False,2022
20221014,2022-10-14,2022,4,10,October,41,5,Friday,False,False,False,2022
20221015,2022-10-15,2022,4,10,October,41,6,Saturday,True,False,False,2022
20221016,2022-10-16,2022,4,10,October,41,7,Sunday,True,False,False,2022
20221017,2022-10-17,2022,4,10,October,42,1,Monday,False,False,False,2022
20221018,2022-10-18,2022,4,10,October,42,2,Tuesday,False,False,False,2022
20221019,2022-10-19,2022,4,10,October,42,3,Wednesday,False,False,False,2022
20221020,2022-10-20,2022,4,10,October,42,4,Thursday,False,False,False,2022
20221021,2022-10-21,2022,4,10,October,42,5,Friday,False,False,False,2022
20221022,2022-10-22,2022,4,10,October,42,6,Saturday,True,False,False,2022
20221023,2022-10-23,2022,4,10,October,42,7,Sunday,True,False,False,2022
20221024,2022-10-24,2022,4,10,October,43,1,Monday,False,False,False,2022
20221025,2022-10-25,2022,4,10,October,43,2,Tuesday,False,False,False,2022
20221026,2022-10-26,2022,4,10,October,43,3,Wednesday,False,False,False,2022
20221027,2022-10-27,2022,4,10,October,43,4,Thursday,False,False,False,2022
20221028,2022-10-28,2022,4,10,October,43,5,Friday,False,False,False,2022
20221029,2022-10-29,2022,4,10,October,43,6,Saturday,True,False,False,2022
20221030,2022-10-30,2022,4,10,October,43,7,Sunday,True,False,False,2022
20221031,2022-10-31,2022,4,10,October,44,1,Monday,False,False,False,2022
20221101,2022-11-01,2022,4,11,November,44,2,Tuesday,False,False,False,2022
20221102,2022-11-02,2022,4,11,November,44,3,Wednesday,False,False,False,2022
20221103,2022-11-03,2022,4,11,November,44,4,Thursday,False,False,False,2022
20221104,2022-11-04,2022,4,11,November,44,5,Friday,False,False,False,2022
20221105,2022-11-05,2022,4,11,November,44,6,Saturday,True,False,False,2022
20221106,2022-11-06,2022,4,11,November,44,7,Sunday,True,False,False,2022
20221107,2022-11-07,2022,4,11,November,45,1,Monday,False,False,False,2022
20221108,2022-11-08,2022,4,11,November,45,2,Tuesday,False,False,False,2022
20221109,2022-11-09,2022,4,11,November,45,3,Wednesday,False,False,False,2022
20221110,2022-11-10,2022,4,11,November,45,4,Thursday,False,False,False,2022
20221111,2022-11-11,2022,4,11,November,45,5,Friday,False,False,False,2022
20221112,2022-11-12,2022,4,11,November,45,6,Saturday,True,False,False,2022
20221113,2022-11-13,2022,4,11,November,45,7,Sunday,True,False,False,2022
20221114,2022-11-14,2022,4,11,November,46,1,Monday,False,False,False,2022
20221115,2022-11-15,2022,4,11,November,46,2,Tuesday,False,False,False,2022
20221116,2022-11-16,2022,4,11,November,46,3,Wednesday,False,False,False,2022
20221117,2022-11-17,2022,4,11,November,46,4,Thursday,False,False,False,2022
20221118,2022-11-18,2022,4,11,November,46,5,Friday,False,False,False,2022
20221119,2022-11-19,2022,4,11,November,46,6,Saturday,True,False,False,2022
20221120,2022-11-20,2022,4,11,November,46,7,Sunday,True,False,False,2022
20221121,2022-11-21,2022,4,11,November,47,1,Monday,False,False,False,2022
20221122,2022-11-22,2022,4,11,November,47,2,Tuesday,False,False,False,2022
20221123,2022-11-23,2022,4,11,November,47,3,Wednesday,False,False,False,2022
20221124,2022-11-24,2022,4,11,November,47,4,Thursday,False,False,False,2022
20221125,2022-11-25,2022,4,11,November,47,5,Friday,False,False,False,2022
20221126,2022-11-26,2022,4,11,November,47,6,Saturday,True,False,False,2022
20221127,2022-11-27,2022,4,11,November,47,7,Sunday,True,False,False,2022
20221128,2022-11-28,2022,4,11,November,48,1,Monday,False,False,False,2022
20221129,2022-11-29,2022,4,11,November,48,2,Tuesday,False,False,False,2022
20221130,2022-11-30,2022,4,11,November,48,3,Wednesday,False,False,False,2022
20221201,2022-12-01,2022,4,12,December,48,4,Thursday,False,True,False,2022
20221202,2022-12-02,2022,4,12,December,48,5,Friday,False,True,False,2022
20221203,2022-12-03,2022,4,12,December,48,6,Saturday,True,True,False,2022
20221204,2022-12-04,2022,4,12,December,48,7,Sunday,True,True,False,2022
20221205,2022-12-05,2022,4,12,December,49,1,Monday,False,True,False,2022
20221206,2022-12-06,2022,4,12,December,49,2,Tuesday,False,True,False,2022
20221207,2022-12-07,2022,4,12,December,49,3,Wednesday,False,True,False,2022
20221208,2022-12-08,2022,4,12,December,49,4,Thursday,False,True,False,2022
20221209,2022-12-09,2022,4,12,December,49,5,Friday,False,True,False,2022
20221210,2022-12-10,2022,4,12,December,49,6,Saturday,True,True,False,2022
20221211,2022-12-11,2022,4,12,December,49,7,Sunday,True,True,False,2022
20221212,2022-12-12,2022,4,12,December,50,1,Monday,False,True,False,2022
20221213,2022-12-13,2022,4,12,December,50,2,Tuesday,False,True,False,2022
20221214,2022-12-14,2022,4,12,December,50,3,Wednesday,False,True,False,2022
20221215,2022-12-15,2022,4,12,December,50,4,Thursday,False,True,False,2022
20221216,2022-12-16,2022,4,12,December,50,5,Friday,False,True,False,2022
20221217,2022-12-17,2022,4,12,December,50,6,Saturday,True,True,False,2022
20221218,2022-12-18,2022,4,12,December,50,7,Sunday,True,True,False,2022
20221219,2022-12-19,2022,4,12,December,51,1,Monday,False,True,False,2022
20221220,2022-12-20,2022,4,12,December,51,2,Tuesday,False,True,False,2022
20221221,2022-12-21,2022,4,12,December,51,3,Wednesday,False,True,False,2022
20221222,2022-12-22,2022,4,12,December,51,4,Thursday,False,True,False,2022
20221223,2022-12-23,2022,4,12,December,51,5,Friday,False,True,False,2022
20221224,2022-12-24,2022,4,12,December,51,6,Saturday,True,True,False,2022
20221225,2022-12-25,2022,4,12,December,51,7,Sunday,True,True,False,2022
20221226,2022-12-26,2022,4,12,December,52,1,Monday,False,True,False,2022
20221227,2022-12-27,2022,4,12,December,52,2,Tuesday,False,True,False,2022
20221228,2022-12-28,2022,4,12,December,52,3,Wednesday,False,True,False,2022
20221229,2022-12-29,2022,4,12,December,52,4,Thursday,False,True,False,2022
20221230,2022-12-30,2022,4,12,December,52,5,Friday,False,True,False,2022
20221231,2022-12-31,2022,4,12,December,52,6,Saturday,True,True,False,2022
